421	5188
1844	5777
5638	6809
7854	4844
6080	1867
4080	2180
8127	6269
7671	6383
2539	6448
6919	1252
699	3046
6948	4703
4090	2931
834	78
3482	3865
139	2093
656	154
7355	1071
1333	2197
6513	5334
7024	1838
7912	4977
6875	6902
341	2935
4554	5473
3950	1886
4369	3136
5437	4391
378	3998
2928	5221
3562	4153
2631	2978
6071	1792
5490	1482
3168	4243
2785	2197
3817	4267
1236	6766
1157	5025
239	7022
6975	6307
942	3265
8156	7265
2316	1577
7434	3633
1449	5153
2540	1627
7911	7553
2593	327
2375	7497
6732	6219
6638	6815
6974	4817
1417	6438
5889	5103
4286	3983
686	8079
4095	5654
8074	5947
506	4514
5403	6961
1896	1945
4903	1932
1151	4111
8104	7572
7372	3349
5110	175
5449	3810
1011	1402
5427	4346
4508	999
4742	2481
568	5384
5444	5941
2930	4321
7961	4696
1533	6225
1407	8189
6373	3467
6064	591
2457	4052
7514	2888
3897	3667
750	3419
5395	7963
728	567
6676	1536
5026	6103
3053	6450
6934	4134
3883	2488
710	360
2075	1518
2599	2758
7543	5707
4205	887
3325	5559
5430	7847
6790	3347
6150	693
1374	6487
5612	4937
8181	2046
6046	4106
2246	6844
2901	3253
3398	5135
3770	3657
3354	3514
5245	2853
3208	4103
3689	792
4539	7138
5716	2142
5691	6121
1978	4748
3119	5572
3842	6450
4258	771
2092	3455
6644	2854
5670	5130
2547	5389
3836	4735
4455	6795
7929	3248
6936	1898
2271	3279
7626	3812
4938	5659
4931	2473
3083	3348
6907	2749
1825	1471
66	1950
3921	7659
2495	3404
6539	8133
7023	3924
6467	3642
1663	974
2707	7416
4487	401
3910	1971
7895	3833
5856	1930
1203	8125
1250	3087
1343	491
7122	5802
4904	5902
3253	4769
6351	6237
3677	4170
61	5165
7701	1854
6659	7802
4241	7893
7208	2371
4541	3939
5781	2808
7226	2594
1624	6928
3169	668
7596	3098
6504	6153
5175	7600
924	1785
496	5951
6706	639
5654	6673
7311	8178
7354	455
2478	322
6223	2652
8156	1757
1868	3575
1572	358
6837	5811
6045	1453
3434	5928
5428	3967
7855	7413
4521	2966
5892	615
7650	7902
552	3301
1796	559
6309	1466
4637	1956
5817	7018
3138	3892
426	36
4762	1432
4115	682
4950	4649
3347	1910
6103	3427
1034	7237
2303	4564
6547	7291
6464	2018
4833	748
5038	8137
3885	16
800	4213
7272	4487
1854	1922
2028	5884
1325	495
4485	2024
5085	1836
2274	3746
7634	777
7478	197
3138	7629
7853	7191
6187	3512
2975	3471
4040	4826
6959	7806
1015	7844
7897	4320
1620	2838
7045	5494
2124	4122
6587	2627
2631	4097
1901	5972
3299	4313
5270	819
8066	7562
1709	5172
257	3639
5492	6521
6206	5493
3899	7910
2208	2830
7820	4826
2231	6364
6881	5929
6274	4156
3682	6335
4906	5732
5194	218
2406	6901
7911	6420
4486	3191
5397	5446
6146	321
8151	5171
752	2842
1462	4908
5327	3363
5322	3652
4601	3948
4190	4231
7543	3884
3619	1810
847	7738
1694	7898
6787	5426
5426	5425
5124	4544
4678	208
3457	4764
7395	2527
774	3404
5755	2050
3818	5886
2260	1710
1500	4597
6407	2217
939	7181
2642	2599
2741	5310
2915	412
5721	3808
5337	7673
2800	2745
6249	6758
3723	2201
5509	3337
5860	961
6902	1086
7241	4777
1788	912
4252	2792
1893	3824
7542	2476
211	7550
5664	66
4214	2196
2632	5235
6891	1756
5698	6042
3058	4419
5442	1022
3773	5583
7682	6043
2835	6507
5988	7771
4389	4969
2566	6294
3251	371
3337	8030
5736	2394
3047	2635
2783	2021
485	1565
4625	7336
6710	4321
7049	7432
7264	3021
5058	4737
3722	4094
2079	3665
5457	5133
2257	7310
3770	7434
4635	6007
35	293
6516	7387
5992	3812
3728	3630
3446	6910
1553	1562
3383	6886
5753	5158
5103	4229
6712	239
3186	6859
286	2024
6535	1099
3914	7432
7792	6708
4903	6324
5694	7769
4426	3962
915	5177
875	3752
7749	527
5806	1395
6751	3668
1837	2998
237	7918
4978	5934
3247	3878
3932	5131
1957	3008
5519	6223
2416	5429
5117	4025
6244	1930
1928	4600
2946	825
1594	4242
6128	2461
5283	956
280	3396
5291	3337
3106	7964
2341	7801
4379	833
6928	4010
7190	4017
6754	4503
4737	5612
5265	7196
6558	5669
2549	1567
15	3571
2277	3814
2791	2315
6184	6396
1875	367
2790	7028
4307	4771
4862	4963
1706	1484
4795	5205
5015	7984
7467	5196
710	4877
3508	6015
402	1007
2429	7824
1334	2228
4327	2975
4876	1591
4653	6403
7147	4758
15	35
4898	4011
1116	1085
2757	509
2733	5312
7191	345
3439	6106
7370	2513
1125	5967
3362	7910
6828	4650
5104	4303
3951	4900
168	7566
7448	663
476	7868
2037	3417
7118	6985
2419	1198
5399	4717
5499	2697
666	762
2065	2750
4989	4240
7786	5694
4742	6638
1312	1872
1552	3447
3282	7416
1547	3129
3382	5939
349	610
2362	3192
5784	3505
514	6351
6877	851
459	7196
8190	1509
6297	3850
4198	5166
1311	3032
5703	1716
1810	6963
4498	1056
5464	4392
1654	3506
4502	2794
2683	2788
6953	7962
7926	7941
4847	3676
4872	7855
193	7475
8129	2124
2809	5999
6165	1257
3943	4952
5314	535
6122	6659
7521	2968
2444	404
2913	2909
3833	6520
6010	3883
7967	813
7618	4502
4431	1524
2438	3027
1526	2613
1170	1299
6882	4664
2540	6460
3298	6552
2637	636
2412	1801
6677	4528
7600	7855
7283	469
3311	2168
3288	635
6239	1678
4832	6329
3975	7014
7662	2030
7106	1820
3788	6904
4553	5492
2575	6007
5874	4143
1978	2740
6563	2284
3981	940
842	5473
7008	4670
5791	6929
2272	1652
5401	3721
1994	110
6241	3853
7995	4849
4940	4678
2068	7289
7842	3600
4369	414
734	4159
4438	4823
6157	2926
1815	901
6834	2469
7566	6288
3347	4899
2145	7060
5073	3043
6021	488
2994	7790
7265	7179
4453	6709
6174	2216
7915	1562
1746	3080
7300	4365
1943	1516
737	4335
8056	6662
904	5062
474	2032
5168	3795
580	6738
260	3278
6656	1899
5433	4453
4072	97
3705	6257
1538	7803
6738	5949
7092	8046
5626	7315
6828	609
6800	5756
4677	7297
384	197
55	2850
7557	7320
4949	5366
1174	3550
4645	1902
7271	2540
2511	1932
2503	1503
4259	7352
6824	618
183	243
4444	204
4013	5203
4953	2364
6417	23
6622	3536
7874	6598
4518	880
7028	1167
168	6577
1270	2710
4949	6524
4365	4303
5287	5271
5593	6705
7734	2574
1376	7895
6186	1784
2107	7316
2725	522
5069	1971
1930	4809
7416	3726
6594	843
6007	3427
6466	7041
5295	4262
5935	500
526	278
7924	4121
5663	7108
840	1760
3443	4105
486	1246
6433	5948
6000	2298
5696	4620
286	2673
5486	4366
3074	711
6960	1954
1672	127
646	3104
1234	3228
4081	5598
6028	3320
4873	5804
1918	6516
2878	1924
6976	4663
7226	6556
5753	2992
6734	3856
5309	5212
4076	6105
558	1819
3491	4028
1237	6552
5749	3822
7616	7912
3758	3603
5968	7742
1392	1866
7052	4112
2708	93
869	4873
2085	4493
3063	1984
3805	3464
4281	7586
3905	1911
4456	274
3472	7599
5903	1881
7996	2440
3298	8117
3646	4775
1278	6761
6431	4008
2286	7434
1991	471
5725	3529
7846	8044
2340	6817
2206	6844
5111	8060
3807	7440
4678	8006
7029	2928
2708	2267
5870	2619
374	303
7046	8165
5298	6220
3551	6365
2929	2901
2014	6130
7928	2692
2809	116
5840	3099
6277	7396
517	5275
1041	6535
4553	1412
4432	6700
2072	3814
5610	4857
2657	7975
193	4393
1098	4866
3875	547
3494	7729
8108	353
4970	1842
3368	3354
5683	6738
5862	1767
8018	3309
2994	2470
2128	3418
7057	2842
5819	1705
2490	2365
1443	7278
6731	3823
6032	1913
1501	7257
4817	3548
5761	6795
6901	1558
8061	3333
1859	1813
5257	5415
3344	2428
7099	7770
2561	3703
6839	5273
5767	3367
4171	2030
5901	1471
7423	7077
6488	7744
894	7906
3468	7998
8029	3927
6944	3175
482	4607
7864	6489
526	673
8118	6020
3346	286
7182	7807
7538	5014
6223	5492
618	7423
3433	4379
8142	1517
7832	4837
1457	1579
1567	2079
3572	3841
6071	4054
325	7569
1285	1188
4832	2681
429	2402
7072	7010
7939	6038
7670	4369
62	2437
2614	6200
7328	1228
1224	4454
4623	1306
5303	4886
7865	951
7379	2782
7639	113
7136	5887
6759	172
1857	7417
1786	3468
6899	3563
2259	874
7710	3221
7805	8077
1102	5156
304	4007
7667	2883
7821	1826
2727	6760
1641	3437
8095	2642
6898	6453
1649	6880
3919	4673
5380	258
3589	6171
2965	4260
2659	7159
6176	7274
6052	1391
5486	1458
7983	2484
2584	7446
4933	4106
2885	2593
4721	5505
5446	1541
5348	3709
845	2329
7306	972
4518	6956
3806	8013
4259	4461
1315	5215
758	2012
2336	1474
2692	708
5064	40
4428	7083
4568	559
5058	7943
1137	7979
6692	401
1252	2995
7991	4221
6072	3087
1387	672
1422	6586
928	6651
2299	4265
2537	2631
6461	7618
5923	829
6512	1042
229	1673
540	6076
141	1128
3678	8111
